ProductName,Price,Rate,Review,Summary
"D&V ENGINEERING Sturdy Set top Box Stand,DVD,DTH,Telephone, WiFi Modems Stand for Home Steel Wall Shelf (Wide Shelf) Iron Wall Shelf?ÿ?ÿ(Number of Shelves - 1, Black)",ƒ??859,5,Brilliant,Good product
"CHARDI KALA Set Top Box / DTH Stand - Wall Mount Stand / Wifi Router Stand, Color : Black (Ideal for All Type of Set Top Box) Cast Iron Wall Shelf (Number of Shelves - 1, Black) Cast Iron Wall Shelf?ÿ?ÿ(Number of Shelves - 1, Black)",ƒ??249,3,Fair,"Ok,but not very gd."
Tata Sky Tatasky Old model DTH Compatible Setup box Remote- Black Tata Sky Remote Controller?ÿ?ÿ(Black),ƒ??210,5,Brilliant,Nice product. Looks and works exactly like the original one. And comes with a pair of battery... Let's see how long it lasts!
Airtel Regular Digital TV DTH Remote Compatible with SD and HD Recording (Black) Airtel Remote Controller?ÿ?ÿ(Black),ƒ??215,5,nice product and perfect product,yes it was very good and nice is was very excellent choice of it it is an good company offer not bad company offer. sign kartik gupta
"Airtel Dth Settop Box Airtel TV, Airtel set up box, Airtel HD TV Remote Controller?ÿ?ÿ(Black)",ƒ??215,5,Super!,Good
Nextron NX-AE100 Voltage Stabilizer for Smart LED TV for 32/43/55 inchs+Set Top Box +home theater?ÿ?ÿ(Black),"ƒ??1,142",5,Excellent,Good working ???
Airtel Airtel Universal Setup box Remote Digital Setup box Universal Remote Airtel Remote Controller?ÿ?ÿ(Black),ƒ??209,5,Super!,It's good
"SQUARO ONLINE STORE Unbreakable Setup Box stand/WiFi Router/DTH Telephone/Mobile Shelf/Holder Acrylic Wall Shelf?ÿ?ÿ(Number of Shelves - 1, White, Black)",ƒ??235,5,Super!,"Value for money product, best in qualityQuality product looks very sturdy and stylishVery useful to keep to remote and set top box organizedDelivered intact and without any damagesPrice is very reasonable and less than what is available in market."
"Tata Sky (Works with all TV) Tatasky set top box, Tatasky SD set top box, Tatasky HD set top box, Tatasky DTH Setup box Remote Controller?ÿ?ÿ(Black)",ƒ??209,1,Not recommended at all,"Worst quality,  Froad,  don't book this product."
"SQUARO ONLINE STORE Unbreakable Setup Box stand/WiFi Router/DTH Telephone/Mobile Shelf/Holder Acrylic Wall Shelf?ÿ?ÿ(Number of Shelves - 1, Black)",ƒ??221,5,Super!,"Value for money product, best in qualityQuality product looks very sturdy and stylishVery useful to keep to remote and set top box organizedDelivered intact and without any damagesPrice is very reasonable and less than what is available in market."
"Flipkart SmartBuy CFXB18 Electric Rice Cooker?ÿ?ÿ(1.8 L, White, Blue)","ƒ??1,599",5,Excellent,The product was super and packing also very nice the FK smart buy cooker   useful to me and such a wonderful product and price is very low and good quality must by in this product to your house thank you Flipkart ƒ?‹?
"Flipkart SmartBuy CFXB15 Electric Rice Cooker?ÿ?ÿ(1.5 L, White)","ƒ??1,499",1,Worst experience ever!,Dont buy this. This is China item. My product got damaged in 2 months.
"Prestige PRWO 1.8-2 Electric Rice Cooker with Steaming Feature?ÿ?ÿ(1.8 L, White)","ƒ??2,454",5,Worth every penny,best buy good product
"WONDERCHEF Nutri Pot Electric Pressure Cooker?ÿ?ÿ(3 L, Black & Silver)","ƒ??6,099",4,Wonderful,"Small ,cooks well, best suitable for singles, easy to use,and easy to clean, fast cooking. Very nice ???? product"
"Prestige Atlas Delight Electric Rice Cooker?ÿ?ÿ(1.8 L, Blue)","ƒ??2,399",5,Mind-blowing purchase,"worth the price,am so happy getting prestige electric cooker at such a rate,I love u Flipkart,it's working well and easy to use"
"Adonai POT1.5LPINK Rice Cooker, Food Steamer, Travel Cooker, Slow Cooker, Electric Pressure Cooker?ÿ?ÿ(1.5 L, Pink)",ƒ??599,5,Best in the market!,"I just love it, its amazing ????"
Butterfly Rapid Kettle 1.5 Litre + Eco 750 Ml Water Bottle,ƒ??849,5,Must buy!,It's very good product value for money n bottle is very nice  thank you flipkart for fast delivery . Within a 15 hour to delivered a product  great ?????????
"Pigeon Favourite Electric Kettle?ÿ?ÿ(1.5 L, Silver, Black)",ƒ??699,4,Pretty good,great product for hostel people I just love making coffee and noodles in it it boils water very quick like magic
"VICTORY Professional Wrist Wrap Band , Wrist Strap For Gym and Fitness Wrist Support",â‚¹109,5,Super!,"Genuine Victory product,Great wrist supportReally amazed with products quality.I will definitely recommend this to all gym lovers out there."
Manogyam Soft Comfortable Heel silicone Gel Set 2 Pieces Shoe Heel Protector Pain Relieve Heel SupportÂ Â (Beige),â‚¹59,3,Good,Super n soft very stackable
"AJRO DEAL Double Spring Tummy Trimmer - Multipurpose Fitness Equipment (Black) Ab ExerciserÂ Â (Black, Multicolor)",â‚¹189,5,Great product,This simple trimmer can help in many exercise using the spring resistance. Very useful gym hear for home workouts. 10-15 minutes daily work out can provide very good returns overtime. Would recommend using this during this covid era.
"Dr Ortho Knee Cap for Pain Relief, Sports, Gym, Exercise, Running for Men & Women Knee Support",â‚¹260,5,Excellent,Excellent Product Loved it. It is very thick and  Fabric Material is also good. It maintain s good pressure in Knees/legs.If you go to gym workout and need Knee support I will definitely recommend it. Loved this Product. Thank you Flipkart
"ADONYX Combo of Knee,Palm, Elbow & Ankle Support",â‚¹199,3,Good,Good
Seagate One Touch with Password Protection for Windows & Mac with 3 years Data Recovery Services - Portable 1 TB External Hard Disk Drive (HDD)Â Â (Space Gray),"â‚¹4,449",5,Must buy!,This is the latest version of one of the best selling HDDs of Seagate with encyrption feature which was not available is previous models and 3 years data protection.It says on description only USB 3.0 but any usb is backward compatible so don't worry if you have 2.0 port.Transfer speed is stable and great enough so you can expect constant 120 MB/s+ transfer rate with 3.0Though I bought blue colour I'll suggest you to go for black one cause it will look better.931GB is usable out of 1TBI ...
Seagate Expansion for Windows and Mac with 3 years Data Recovery Services â€“ Portable 1 TB External Hard Disk Drive (HDD)Â Â (Black),"â‚¹4,098",5,Fabulous!,Excellent product wih 3 year data recovery along with fast speed copy paste speed Direct drag option also available . Plz do purchase a cover for this HDD so as to   ise for long time
Seagate One Touch with Password Protection for Windows & Mac with 3 years Data Recovery Services - Portable 2 TB External Hard Disk Drive (HDD)Â Â (Light Blue),"â‚¹5,599",5,Must buy!,This is the latest version of one of the best selling HDDs of Seagate with encyrption feature which was not available is previous models and 3 years data protection.It says on description only USB 3.0 but any usb is backward compatible so don't worry if you have 2.0 port.Transfer speed is stable and great enough so you can expect constant 120 MB/s+ transfer rate with 3.0Though I bought blue colour I'll suggest you to go for black one cause it will look better.931GB is usable out of 1TBI ...
WD Elements 2 TB Wired External Hard Disk Drive (HDD)Â Â (Black),"â‚¹5,499",5,Wonderful,"After reading and researching so many online reviews. In my openion its the Best HDD available, it is my first WD hard disk and it serves for the price you paid. I previously used seagate but i think WD gives more value in terms of size, quality and speed.These are my personal openions about the HDD below : Pros :  Decent speed for 1.5 TB hdd.             Looks and finish is very good.             You get about 1.36 TB for 1.5 Tb HDD.             High Quality USB cable.             It..."
WD 1.5 TB Wired External Hard Disk Drive (HDD)Â Â (Black),"â‚¹4,449",5,Wonderful,"After reading and researching so many online reviews. In my openion its the Best HDD available, it is my first WD hard disk and it serves for the price you paid. I previously used seagate but i think WD gives more value in terms of size, quality and speed.These are my personal openions about the HDD below : Pros :  Decent speed for 1.5 TB hdd.             Looks and finish is very good.             You get about 1.36 TB for 1.5 Tb HDD.             High Quality USB cable.             It..."
LUMINOUS Vento Dlx 150 mm 5 Blade Exhaust FanÂ Â (White),"â‚¹1,448",5,Classy product,nice working without any noise and easily available at low price and also very fast delivery .         I am very thankful to Flipkart and hope every time you support us.
"Atomberg Renesa 1200 mm BLDC Motor with Remote 3 Blade Ceiling FanÂ Â (Ivory & Black, Pack of 1)","â‚¹3,569",4,Delightful,"Overall Fan is good, first i was afraid for ordering this fan because its not that popular and without checking it was risky.But my decision was right and i ordered it.Fan is too good speed is awesome but its lightweight and i really like to se doesn it will affect my electricity bill.After three months i will again repost about it."
"BAJAJ Crest Neo 1200 mm 3 Blade Ceiling FanÂ Â (Brown, Pack of 1)","â‚¹1,349",4,Wonderful,Good quality fans. But one fan is not moving steadily.speed is very good. Built quality excellent in the price range. I recommend it's worth buying.
"Candes Florence 1200 mm Energy Saving 3 Blade Ceiling FanÂ Â (Silver Blue, Pack of 2)","â‚¹2,879",3,Decent product,"Fan is goodbut little disappointed those are:-1.in full speed fan not like 300 rpm2.air delivery not like 200cmAnd last point3.down rud is very smallHappy with1. Also good design looks like modern technology2.value for money, when those problems are not facing3.if ignore this small problem, definitely i recommend to purchase this product Thank you"
"Crompton Hill Briz Deco 1200 mm 3 Blade Ceiling FanÂ Â (Smoked Brown, Pack of 1)","â‚¹1,799",5,Best in the market!,Nice 1 day delivery good packing also good thanks to ekart also good speed easy installation you can do by your self
"BAJAJ Crest Neo 1200 mm 3 Blade Ceiling FanÂ Â (White, Pack of 1)","â‚¹1,329",4,Wonderful,Good quality fans. But one fan is not moving steadily.speed is very good. Built quality excellent in the price range. I recommend it's worth buying.
"PARTY BREEZE Solid rose gold pink white Happy Birthday Decoration Combo Kit with Banner, Balloons, Foil Curtain, star foil 48pcs for Birthday Decoration Boys, Kids, Girl, Husband, Wife, Girl Friend, Adult. BalloonÂ Â (White, Pink, Pack of 48)",â‚¹160,5,Wonderful,It's too good when we compare with the price and quality is also good i have simply decorated but still there are many ballons left it comes with 2 star ballons happy birthday cards and wall decoration at the back end and nearly 40 ballons of white and pink i think so totally satisfied with the purchase
"Trixzoom Solid Ultimate Pastel Rose Gold Happy Birthday Decoration Set - 119 Pcs Kit - Rosegold Happy Birthday, Pastel & Metallic Balloons, Heart Shape Balloons, Tassels, Pump & LED Lights Balloon BouquetÂ Â (Multicolor, Pack of 119)",â‚¹399,4,Worth the money,"I got more balloons, LED light is good and colorfulThey given two small ribbons to tie the ballons (pink & white)I loved the metallic ballons (HAPPY BIRTHDAY & TWO HEART SHAPED BALLOONS) that was quite goodThey given a Balloon Blower which reduced my workâ¤ï¸ worth buying â˜ºï¸"
"Magic Balloons Solid Birthday Decorations - 95Pcs Silver Happy Birthday Foil Balloon, Star Foil Metallic, Foil Curtain Princess Theme Birthday Decoration/Birthday Decorations for Girl BalloonÂ Â (Multicolor, Pack of 95)",â‚¹310,5,Just wow!,Very nice product thank you flipcart
seva shope Polyresin Incense HolderÂ Â (Black),â‚¹295,5,Worth every penny,Awesome ðŸ˜Š
"Party clue Printed Happy Birthday Combo 61 Pcs Birthday Banner Golden Curtain Confetti Ballons With BalloonÂ Â (Black, Gold, Pack of 61)",â‚¹249,1,Worthless,Very bad only 36 balloons out of 50 and do not give stars. Don't buyâ˜¹ï¸
"Fun and Flex Solid Jungle Theme Animal Face Foil Balloons Garland Arch Kit for Birthday Party jungle Theme Party Baby Shower for Kids Decorations BalloonÂ Â (Multicolor, Pack of 90)",â‚¹268,4,Good quality product,Worthy to buy .
"Realistic Store Solid Happy Birthday Decoration Kit Combo - 53 Pcs Birthday Banner Golden Foil Curtain Metallic Confetti Balloons For Boys Girls Wife Adult Husband Mom Dad / Happy Birthday Decoration Item BalloonÂ Â (Multicolor, Pack of 53)",â‚¹214,5,Worth every penny,Best decoration ever
Swastik Housewares Stainless Steel Incense HolderÂ Â (Silver),â‚¹155,5,Terrific,Amazing awesome product safe for those who has children in there house for them it does the job n for other also I recommend it to go for it...
"Theme My Party Printed Birthday decoration combo kit, birthday combo BalloonÂ Â (Multicolor, Pack of 59)",â‚¹245,5,Super!,Wow great product my son 1 st birthday he is enjoyed lot  thank u flip kart .. this credit goes to you keep continue to sell good product to customers......thanks alot
"Hari Darshan Mix Cones | Dry Dhoop Sticks |Lavender|Rose|Sandal|Mogra Sandal, Rose, Lavender, Jasmine Dhoop",â‚¹125,1,Very poor,No smell at all .. and Don't Even stand properly... Very dissatisfied
"Shmaya Solid 3 kitty theme balloon-13 pc happy birthday banner,3 kitty foil,4 star foil, 2 curtain30 balloon. pack of 52 BalloonÂ Â (Pink, Pack of 52)",â‚¹279,5,Perfect product!,Awesome product in low cost. Recommended to all... Birthday celebration mode on.. My daughter love it.. and enjoy
"PARTY BREEZE Solid Golden and blue Happy Birthday Decoration Combo Kit with Banner, Balloons,crown foil 51pcs for Birthday Decoration Boys,Girl,Husband, Wife, Girl Friend, Adult. (blue 51pcs) (Set of 51 BalloonÂ Â (Blue, Gold, Silver, Pack of 51)",â‚¹225,5,Wonderful,Good product I like it
DRAMIQ Beautiful Kapoor Dani/Aroma Diffuser Cum Night Lamp Electrical Camphor Diffuser Plastic Incense HolderÂ Â (White),â‚¹240,5,Brilliant,One of the best quality Kapoor dani I've ever purchased. This is the best one
"Realistic Store Printed Happy Birthday Multi Dot Foil Letter Balloon With HD Multi Metallic Balloons & Curtain Gold For Girls Decoration kit Letter BalloonÂ Â (Multicolor, Pack of 45)",â‚¹233,5,Worth every penny,It's good
"Cycle Om Shanthi Navin Cup Sambrani With Resin & Benzoin Fragrance - Pack Of 4Â Â (12, Set of 4)",â‚¹260,5,Mind-blowing purchase,Nice smell ..Must buy..
MANGALAM Camphor Tablet 100g Jar - Pack of 1,â‚¹195,5,Wonderful,This 100% natural camphor is so amazing I love it but when u burn it doesnâ€™t give any fragrance so that thing I donâ€™t like overall so so so good product it not leaves any ash or residue or something after when itâ€™s cool down and when u open the seal the fragrance of camphor is so soothing and refreshing Try this
"K A Enterprises Solid metallic finish balloons for birthday / anniversary party decoration (pack of 50)- Multi color BalloonÂ Â (Multicolor, Pack of 50)",â‚¹173,4,Wonderful,Good quality Baloons
"Magic Balloons Solid Happy Birthday Balloon Set Of 35 Balloons 1 Happy Birthday Black Paper Banner 1 Light 2 Gold Star Foil Balloon 18"" 1 Red Star Foil Balloon 18"" 30 Red Gold Black Metallic balloon For Birthday Decoration BalloonÂ Â (Red, Gold, Black, Pack of 35)",â‚¹193,5,Worth every penny,Nice product good quality ðŸ‘
"Anayatech Solid Doreamon combo with star happy birthday combo- happy birthday foil balloon,2 doreamon foil balloon,2 blue star foil,2 silver curtain36 blue and white balloon-pack of 50 BalloonÂ Â (Blue, White, Pack of 51)",â‚¹277,5,Mind-blowing purchase,"Awesome product and wow quality only thing is, there were no stars in the pack,items contain in pack are one moon, 2 doremon, happy birthday set, and lots of balloon ðŸŽˆ Very happy and satisfied."
"Habitat Green Plastic Area RugÂ Â (45 cm,  X 120 cm, Rectangle)",â‚¹253,5,Excellent,Very nice product ðŸ‘
"chawla overseas Red Cotton CarpetÂ Â (152 cm,  X 214 cm, Rectangle)",â‚¹361,4,Delightful,"Thank u ðŸ˜Š best in market, price will be satisfied i am very happy"
"Sai Store Light Blue Cotton CarpetÂ Â (150 cm,  X 210 cm, Rectangle)",â‚¹379,5,Classy product,Nice product worth for money go for it guys quality is also nice
"CHETANYA LOOMTEX Green Polypropylene, River Grass CarpetÂ Â (40 cm,  X 60 cm, Rectangle)",â‚¹275,1,Hated it!,"Very poor quality,i request don't buy this, Flipkart team don't refer this,we believe Flipkart,not item's."
"Flipkart SmartBuy Blue Cotton CarpetÂ Â (136 cm,  X 180 cm, Rectangle)",â‚¹389,5,Perfect product!,Very good product nice
"Sparrow world Dark Blue Cotton RunnerÂ Â (210 cm,  X 155 cm, Rectangle)",â‚¹699,5,Must buy!,Good
"POOJA Maroon PP (Polypropylene) Area RugÂ Â (53 cm,  X 153 cm, Rectangle)",â‚¹295,1,Waste of money!,very bad product
"Goodson Cotton Floor MatÂ Â (Navy Grey Aqua, Free, Pack of 2)",â‚¹189,3,Nice,Just ok
"Saral Home Jute Door MatÂ Â (Green, Medium, Pack of 3)",â‚¹484,5,Excellent,Excellent product for home use. Easy to clean and absorb water well. I was surprised to receive one Face Mask as gift.Thanks for this to Saral Home. Wonderful Make in India product.Pocket-friendly price also.
"SHF Velvet Door MatÂ Â (Multicolor, Large, Pack of 5)",â‚¹160,5,Excellent,Very nice product
"SHF Cotton Door MatÂ Â (Multicolor, Medium, Pack of 5)",â‚¹194,5,Brilliant,i love it.....an I am so happy happy happy happy..Best best product..... An sbbb khrido...tihis is very very best product..... thanks Flipkart.....an I am so happy.....
"Lopezs Microfiber Floor MatÂ Â (Grey-23mm, Medium)",â‚¹229,5,Highly recommended,Nice soft furry microfiber floor mat. It really helps clean the feet and it has a nice grip at the bottom so that there is no chance of getting skit
"Saral Home Grey Cotton RunnerÂ Â (70 cm,  X 200 cm, Rectangle)",â‚¹872,5,Terrific purchase,Good product for multipurpose use.
"SHF Cotton Floor MatÂ Â (Multicolor, Medium, Pack of 5)",â‚¹199,5,Mind-blowing purchase,"Very good product, value of mony.."
"BhCarpet Red Acrylic CarpetÂ Â (150 cm,  X 200 cm, Rectangle)","â‚¹1,399",5,Highly recommended,very nice product  i just loved it
"RinkiHF Blue Acrylic CarpetÂ Â (132 cm,  X 183 cm, Rectangle)",â‚¹299,3,Does the job,Veri nice
"Saral Home Brown Polyester RunnerÂ Â (45 cm,  X 120 cm, Rectangle)",â‚¹484,5,Awesome,Nyc
"MSB FAB Maroon Velvet CarpetÂ Â (150 cm,  X 210 cm, Rectangle)",â‚¹369,1,Terrible product,This is not a carpet it is more like a bedsheet Or blanket. The material seems be cotton + polyester. Not worth the price nor serves the purpose. Recommend not to buy.
"Fresh Zone Polyester Door MatÂ Â (Multicolor, Medium, Pack of 5)",â‚¹239,4,Wonderful,"Good product, good quality. It will be better if it has some more size. But good buy"
"Saral Home Microfiber Bathroom MatÂ Â (Grey, Medium)",â‚¹387,5,Fabulous!,Great choice
"Riyahandlooms Cotton Floor MatÂ Â (Blue, Large, Pack of 2)",â‚¹189,3,Does the job,Product is good but size is small.
HERSHEY'S Cocoa Powder,â?¹231,5,Worth every penny,It's real cocoa powder. Not that sweet but it's like dark chocolate in taste. I made chocolate with it using cold pressed coconut oil and honey. At first the taste was pretty okay but the smell of coconut oil was alot more dominant in the chocolate which I obviously didn't like while eating. So I made some changes and the 2nd time it was very delicious with same flavour and taste as regular store bought chocolate. Here's the recipe if someone wants to try it. Take 1/4th cup of cold pressed co...
PAPILON EMULSION PACK OF 6 BOTTLES 20ML EACH Mixed Fruit Liquid Food EssenceÂ Â (120 ml),â?¹173,5,Classy product,I like it
"Greenfinity Baker's Active Dry Yeast, 75g Yeast Powder",â?¹130,5,Just wow!,"This active dry yeast works really good. It is very useful for preparing the cakes, pizza and bread items. It is an instant formula for fast fermentation. Really liked this product."
PAPILON 6 Shades Of Liquid Food Color (20 Ml X 6 Bottle) MulticolorÂ Â (120 ml),â?¹160,5,Terrific,"Absolutely amazing,ordered for my daughter,she was really happy and made a cake and cupcakes with it.Like other liquid food colors no need to add lots of food color,just 3-4 drops for good and bright colors.Well packed,good quality,good quantity,no damages,perfectly sealed bottles,got 6 colors, SUPER RED,PINK,BLACK,GREEN, BLUE and YELLOW."
PAPILON 10 Shades Of Liquid Food Color (20 Ml X 10 Bottle) MulticolorÂ Â (20 ml),â?¹220,4,Value-for-money,"For the price it is really amazing, the colors are very pigmented, love it, though there were a little spillage when I received the package but still the bottles were all sealed. I loved it and would highly recommend it"
Inalsa fiesta 650 W Food ProcessorÂ Â (White),"â‚¹5,390",5,Just wow!,"I had been thinking of purchasing a food processor for a long time.  Based on various reviews and mainly because of the reasonable price, I chose Inalsa and ordered it on this Dassahra sale period. It was delivered in very good condition  before 4 days. So far I have used this for making juice, cutting vegitables and grinding rice for dosa/idli. It is an excellent product for cutting vegitables in various shapes with the help of its different blades and it is an excellent juicer too.  The tra..."
"USHA FP 3811_ 1000 W Food ProcessorÂ Â (Black, Silver)","â‚¹11,500",5,Terrific,"After research of 3 months on best Food processor of 1000w and considering features with quality... We finally decided to buy USHA FP 3811 and undoubtedly it's a best one among all food processor available in India.... Quality is superb, blades are too sharp, inbuilt storage space for blades, juicer is wonderful, chopper is unbelievable.. grinder works in seconds..using this from 1 months and as of now we are more than satisfied...the only missing point is that it does have french fries cutter."
"PUHBRHY Steel Electric Meat Grinders for Kitchen Food Chopper, Meat, Vegetables, 700 W Food ProcessorÂ Â (Multicolor)","â‚¹1,220",5,Worth every penny,Good  podcast
Inalsa Inox 1000 1000 W Food ProcessorÂ Â (Silver:Black),"â‚¹9,050",5,Terrific purchase,"Nice, simple and classy product. Takes less space and easy to handle food processor. look & feel, quality and performance is excellent. got very good discount (7k) and quick delivery with solid packing from Flipkart. Overall good buy for a food loving family. we had a food processor earlier, one small suggestion: if you don't like to cook often at home then don't even buy a food processor; it will be kept at the corner of your kitchen as a real estate waste. we have started experimenti..."
HAVELLS convenio 500 W Food ProcessorÂ Â (Black),"â‚¹5,499",5,Brilliant,Very good product. Atta dough is made perfectly. The dough made by this food processor is very soft which is perfect for chapatis and paratha. Shredding is done perfectly but vegetable dicing cannot be done by this machine.
"USHA FP 3810_ 1000 W Food ProcessorÂ Â (Black, Silver)","â‚¹9,990",5,Simply awesome,"Amazing experience U could knead atta for roti under 30 seconds,Chop kilos of vegetables in 3-4 minutesAnd the juicers are just fantastic!! Hard shells fruits and citrus fruits , u name it u can juice it I personally have tried oranges, pomegranate,carrot,apples as far as I remember now!The big mixer jar is great for milkshake smoothie The components are a lot , it has blades of highest quality steel and much better than other brands like philips and morphy richards. The chopper blade ..."
BAJAJ FX 11 Food Factory 600 W Food ProcessorÂ Â (White),"â‚¹6,505",5,Perfect product!,This the best one. I'm using since last 1 month.ðŸ‘ŒðŸ»ðŸ‘ŒðŸ»
Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),"â‚¹6,495",4,Good quality product,nice product help full for kitchen
Inalsa Inox 1000 Plus 1000 W Food ProcessorÂ Â (Black/Silver),"â‚¹11,595",5,Must buy!,Itâ€™s very good kitchen aid. Especially working woman can save lot of time. Useful when your wrist is aching. Can prepare variety of items. Packaging and delivery excellent. Finish of the product is very good. Material used seems very good. Lot of safety features to take care for mis operation. Happy with the product more so on extensive use
Butterfly Cresta 4 Jars 750 W Food ProcessorÂ Â (Turquoise Green),"â‚¹7,649",4,Worth the money,"Excellent chef pro jar.. slicing, grafting became so easy and time saving job using this.. only dis advantage is plastic seems to be not much sturdy should be very careful while handling.. best and worth for money.. have all features as in Preethi zodiac and vidiem ADC.. Lays chips cutter is an added advantage.."
Inalsa Easy Prep_ 800 W Food ProcessorÂ Â (Black),"â‚¹4,399",5,Wonderful,"A brilliant product for the lockdown when you have to cook everything yourself. Chopping grating, kneading of atta etc can be done super fast! Loved it! Must buy at this price!"
Inalsa Maxie Marvel 800 W Food ProcessorÂ Â (White),"â‚¹6,029",5,Perfect product!,"200% satisfied with Inalsa and its customer service.I must mention Mr.Abdul from Hyd CSC. I wish all company's CSC should have people like him. My good Wishes for him.Writing this review after 10 days of regirous quality check.1. Dish preparation time reduced by 70% overall.2. Product quality is 7/10, may be I belong to QA Dept, so bit strict on my review.3. Parts quality whether plastic or pvc are well thought before making, like which part should be of which material.4. Grinding jar ..."
BAJAJ Masterchef 3.0 food processor 600 W Food ProcessorÂ Â (White),"â‚¹6,299",5,Simply awesome,Good
Inalsa Wonder Maxie Plus 700 W Food ProcessorÂ Â (White),"â‚¹5,919",5,Food processor means Inalsa,"This is my second purchase for same model food processor.One I bought from store and I was so surprised with the help that I decided to buy another for my work location kitchen.Knitting dough is help but you have to clean which is hassle later on, Otherwise all other functions are awesome like chutney, grinding onions or tomatoes.Great help in kitchen altogether but one thing I noted that If we use for knitting dough then post it require cleaning and cleaning hard will make scratch on unbr..."
BAJAJ FX7 600 W Food Processor,"â‚¹6,390",5,Super!,Amazing excellent IAM using it for last 4yrs &it's working fabulous as of first day.only one should see in YouTube how to use each &every part.excellent product
"KENT Vegetable Cleaner - Counter Top 250 W Food ProcessorÂ Â (Silver, Black)","â‚¹2,695",5,Great product,"Nice and excellent product, been using it for a week and working fine. Must buy product if u want to eat pure and safe vegetable and fruits...."
PHILIPS hl 1660 700 W Food ProcessorÂ Â (White),"â‚¹7,999",5,food processor,"A good buy , for chopping and slicing . But the grating piece makes the grate too thin ,good for making halwa but not salads . even the chopper is good , but sometimes for making biryani you need slightly thickly sliced onion and not thin that the chopper produce .All said a good buy worth the money and good foood processor"
Prestige CleanHome Fruit and Vegetable Cleaner (P0Z 1.0 ) 230 Volts Food ProcessorÂ Â (White and Blue),"â‚¹2,695",5,Excellent,Good working. When we cleans FRUITS and VEGETABLES using this look very much cleaner and health. When compared to other normal cleaning. The performance of this machin is AMAZING. AND perfect packing and timely deliveryd. I LOVED IT
Butterfly Magic Fruit & Vegetable Cleaner 250 W Food ProcessorÂ Â (White),"â‚¹2,949",5,Best in the market!,Good product read instructions carefully they have mentioned you have to keep product in ventilated area.please do that.this product is capable of affecting you.more than the benefits  if not handled properly.very efficient value for money.
Inalsa Maxie Premia 800 W Food ProcessorÂ Â (Grey PU Spray Painted),"â‚¹7,909",5,Good worth it,Overall Nice product Exelent juicer (love it)Chooping blades ordinary but who cares Looks good (morden look)Delivered just in timeJars r very gudMix and processor r seperate but moter not seperate  both works same time (but fully safty) It have every thing i dnt hv 2 anything from market5 years warrenty on moter Eazy 2 clean
WONDERCHEF Nutri-blend FP-Compact 350 W Food ProcessorÂ Â (Black),"â‚¹4,499",4,Really Nice,"If you're low on budget, this is a pretty good deal.It's a decent product for it's price. You'd think that based on its size, it would be not up to the mark, but it is. And it's heavy too which tells that the motor in it is capable to run for long duration.As for kneading flour, the quantity that you'll be able to knead in one time is sufficient for a family of 2 (or 3 if less than 4 rotis per head). For more, you have to repeat the process twice or thrice as per food consumption.For makin..."
BAJAJ Fx11 Food Factory 600 W Food ProcessorÂ Â (White),"â‚¹6,525",3,Just okay,"Good, but not great. I was using fx10 earlier. I really loved the quality and the food processor lasted for like 5 years of almost daily usage. Then i thought of buying fx11, but o must say i was disappointed. The plastic used the build the jars are not at par with what i purchased 5 years back. Its of much cheaper quality. Also the edges of tbe jars are not smooth and the plastic pieces used to come out earlier while using the jars. Not sure if its problem with fx11 model only or bajaj has d..."
BAJAJ 410053 600 W Food ProcessorÂ Â (Multicolor),"â‚¹6,589",5,Brilliant,Good product.I'm very happy for this.It is very helpful for me.First time purchase electric appliance from flipcart by me.It very good and I'm so happy for this.Thank you flipcart provide me for this.
Inalsa Fiesta Lx 650 W Food ProcessorÂ Â (White),"â‚¹5,039",5,Just wow!,"I had been thinking of purchasing a food processor for a long time.  Based on various reviews and mainly because of the reasonable price, I chose Inalsa and ordered it on this Dassahra sale period. It was delivered in very good condition  before 4 days. So far I have used this for making juice, cutting vegitables and grinding rice for dosa/idli. It is an excellent product for cutting vegitables in various shapes with the help of its different blades and it is an excellent juicer too.  The tra..."
MAHARAJA WHITELINE Fortune FP - 102 600 W Food ProcessorÂ Â (White & Mystic Blue),"â‚¹4,219",4,item looking good but it was not full as describe in detail,received and looking good not used very much so far but something was missing in box as describe in details on the page on Flipkart portal like jar and cetrifugal juicer and some more but i feel it is good at this price of 1575=00.
PHILIPS HR7627/00 650 W Food ProcessorÂ Â (White),"â‚¹4,319",5,Best for Cooking,Its Very good quality Product with affortable Price. Useful for daily Kitchen requiements. Ideal to use. Worth to Price
PHILIPS HL1661/00 700 W Food ProcessorÂ Â (White),"â‚¹7,499",4,Wonderful,very powerful machine... philips should put some weight or make this whole unit quite heavy bcs it's vibrant when run on full speed . otherwise it's a good food processor.
"COSCO Kick Football - Size: 5Â Â (Pack of 1, Blue)",â‚¹449,5,Terrific,I have used many football but quality of this ball material is very nice and amazing and suitable for hard/soft ground and all weather conditions... So i am rating this 5 out of 5..ðŸ¤˜ðŸ‘
"NIVIA Storm Football - Size: 5Â Â (Pack of 1, Multicolor)",â‚¹429,5,Excellent,Reality a great football. Quality is satisfied to me and best valuable range...must buy..
